l_orderkey|revenue|o_orderdate|o_shippriority
5504353|69120.19|1994-12-06|0
1655846|69065.80|1994-12-25|0
3357760|69018.46|1994-12-09|0
1737539|68992.67|1995-01-26|0
3028002|68984.30|1994-11-20|0
2767200|68981.17|1995-02-09|0
2994913|68966.25|1995-03-09|0
1081316|68962.76|1995-01-05|0
1665120|68961.98|1995-02-12|0
5764256|68953.00|1995-02-22|0
468035|68946.45|1995-02-18|0
760455|68933.34|1995-02-06|0
3464417|68917.13|1995-02-12|0
1107584|68913.85|1994-12-11|0
1622210|68892.86|1994-12-20|0
3467141|68852.78|1995-02-21|0
1854657|68800.32|1994-12-30|0
1395201|68764.23|1995-01-18|0
2861728|68762.53|1994-12-18|0
4189124|68762.10|1995-02-27|0
3022401|68738.80|1995-02-07|0
2050599|68719.52|1995-03-12|0
855970|68699.30|1995-02-09|0
2096291|68693.74|1994-12-26|0
1539430|68687.68|1995-01-02|0
525121|68683.83|1995-03-11|0
3591106|68675.43|1995-01-14|0
1372516|68671.83|1995-02-10|0
800227|68654.63|1994-12-30|0
4027428|68647.05|1994-12-11|0
139233|68627.14|1995-02-18|0
3496518|68617.36|1995-02-12|0
2649125|68606.37|1995-01-16|0
5043366|68601.10|1995-01-22|0
2900102|68586.25|1994-12-16|0
3383651|68529.93|1995-03-08|0
2796546|68529.80|1995-01-09|0
4615331|68496.41|1994-12-07|0
242915|68474.23|1994-12-28|0
5252800|68448.93|1995-01-02|0
4355779|68435.32|1994-12-10|0
2151299|68434.18|1994-12-20|0
563527|68427.14|1994-12-17|0
3884036|68419.32|1995-02-21|0
1290179|68412.75|1995-01-10|0
4654817|68334.01|1995-01-20|0
2426759|68333.18|1995-01-02|0
4096966|68291.88|1995-01-04|0
3663398|68262.48|1994-12-18|0
43110|68261.73|1995-02-07|0
2953157|68261.34|1995-02-11|0
571076|68260.11|1995-02-23|0
5537732|68229.02|1995-01-15|0
5893088|68211.07|1995-02-17|0
592262|68208.01|1995-01-17|0
318305|68173.39|1994-12-01|0
741732|68145.51|1994-12-22|0
2628996|68139.83|1994-12-31|0
583682|68135.15|1995-03-10|0
1475685|68122.07|1994-12-30|0
4782304|68121.68|1994-11-26|0
1269440|68115.03|1995-02-27|0
5810883|68110.00|1995-01-07|0
2750307|68101.94|1994-12-15|0
5800646|68090.60|1995-01-30|0
596803|68083.74|1995-01-07|0
4325698|68074.41|1995-03-03|0
4976064|68074.28|1995-01-05|0
360289|68069.96|1995-01-22|0
1097703|68069.13|1995-01-30|0
827398|68068.54|1995-03-01|0
2756772|68039.87|1995-03-08|0
3172709|68024.97|1995-03-13|0
4875876|68023.11|1995-02-21|0
5321921|68022.00|1994-11-25|0
1385827|68006.70|1995-01-06|0
1456743|68002.90|1995-01-08|0
558465|67989.51|1995-02-07|0
302115|67968.45|1994-11-30|0
568577|67962.16|1995-02-09|0
696135|67927.85|1995-02-15|0
3750535|67927.14|1995-01-16|0
3816517|67905.39|1995-01-03|0
5926690|67874.47|1995-02-11|0
5204324|67867.60|1995-02-18|0
1174179|67857.94|1995-02-05|0
2606116|67846.26|1995-03-08|0
2307653|67832.58|1994-12-20|0
2268132|67809.30|1995-01-29|0
478534|67805.04|1995-01-07|0
1758436|67792.49|1995-01-02|0
2781860|67776.12|1995-02-03|0
219586|67768.15|1995-01-04|0
1808262|67738.47|1995-03-09|0
3212897|67715.14|1994-11-30|0
1643746|67709.66|1995-01-03|0
3216423|67704.52|1995-01-22|0
4349989|67695.52|1994-12-25|0
5476289|67693.57|1994-12-03|0
869124|67690.24|1995-01-18|0
4110338|67687.71|1995-01-29|0
1499617|67643.23|1995-01-04|0
2896100|67642.46|1995-01-11|0
2627745|67637.20|1995-02-18|0
387331|67631.33|1995-02-20|0
3598627|67630.35|1995-03-07|0
5353062|67628.45|1994-12-31|0
1058018|67610.90|1994-12-23|0
2204642|67601.18|1995-01-12|0
1338114|67600.54|1995-01-04|0
5063686|67581.86|1994-12-07|0
4205925|67581.68|1994-12-28|0
4266342|67565.15|1995-02-26|0
4052935|67547.69|1994-12-26|0
892097|67545.09|1994-12-08|0
463458|67537.14|1995-01-23|0
5233187|67523.78|1995-01-18|0
2972838|67510.56|1995-02-09|0
3344193|67476.12|1995-03-13|0
3576608|67475.84|1995-03-12|0
596611|67470.10|1995-01-22|0
4753024|67469.17|1995-02-12|0
2881797|67461.84|1995-01-03|0
325636|67459.22|1995-02-25|0
4811682|67435.24|1994-11-28|0
217350|67430.81|1995-02-17|0
5548096|67426.91|1995-02-09|0
1781253|67395.09|1995-02-10|0
5315744|67366.04|1994-12-22|0
533285|67359.84|1994-12-23|0
2537095|67354.55|1994-12-17|0
415873|67333.25|1995-01-07|0
5870502|67331.30|1994-12-16|0
2879527|67319.34|1995-01-04|0
1127111|67289.33|1995-01-11|0
2317891|67256.83|1994-12-08|0
4481219|67256.42|1994-12-19|0
1823205|67253.26|1995-03-03|0
1923877|67237.49|1995-01-06|0
2710821|67214.23|1994-12-05|0
3948482|67173.48|1994-12-04|0
1898597|67165.81|1995-02-05|0
5862149|67138.38|1995-01-07|0
2930112|67133.20|1995-02-01|0
2565665|67120.79|1995-01-05|0
5135264|67104.00|1995-01-13|0
3080614|67089.62|1995-03-08|0
4811937|67072.49|1995-01-18|0
704131|67049.91|1995-02-01|0
133412|67048.76|1995-02-19|0
4942502|67045.20|1995-02-05|0
5465313|67042.96|1995-02-12|0
4995424|67026.43|1995-01-26|0
1576679|67021.78|1994-12-30|0
2391330|67021.70|1995-02-05|0
3545857|66995.94|1995-01-09|0
3911591|66990.12|1995-01-23|0
1330080|66907.19|1995-01-16|0
3014657|66879.59|1995-01-16|0
4368261|66861.05|1994-12-31|0
1471809|66838.73|1995-02-14|0
903808|66812.64|1995-02-02|0
1137989|66758.70|1995-01-12|0
5301026|66728.12|1995-01-18|0
19780|66725.69|1995-02-05|0
1770081|66705.09|1995-01-03|0
2144388|66702.24|1994-12-06|0
976771|66697.32|1995-03-01|0
88131|66684.33|1995-01-24|0
958561|66665.95|1995-02-20|0
441575|66664.40|1995-01-06|0
1771201|66651.44|1995-03-02|0
3945123|66648.76|1995-01-14|0
4891459|66646.81|1994-12-28|0
3368550|66612.46|1995-02-05|0
5877251|66612.19|1995-01-04|0
50275|66593.44|1994-12-06|0
2874785|66561.55|1994-12-22|0
4001155|66556.12|1994-12-16|0
4458692|66540.70|1994-12-10|0
2653508|66514.19|1995-01-26|0
4346465|66500.87|1994-11-29|0
3723078|66499.67|1995-02-12|0
5306727|66474.52|1995-02-21|0
1031621|66470.08|1994-12-12|0
5135362|66468.64|1995-02-05|0
688675|66468.07|1995-01-08|0
4750560|66465.06|1995-02-21|0
5594560|66457.30|1994-12-16|0
450726|66428.30|1994-12-02|0
5389698|66427.78|1995-02-11|0
5681280|66357.14|1995-01-14|0
4641030|66355.70|1995-01-25|0
3026241|66354.88|1994-12-16|0
4004485|66332.94|1995-02-15|0
2777509|66309.96|1995-02-03|0
3915393|66279.60|1994-12-29|0
1541058|66275.14|1994-12-25|0
4282400|66258.45|1994-12-25|0
4589952|66254.43|1995-02-26|0
670435|66254.28|1994-12-13|0
1900769|66250.74|1995-01-24|0
5771233|66246.06|1994-12-23|0
305570|66243.83|1995-01-15|0
4892483|66235.41|1995-02-25|0
3601987|66223.14|1995-02-01|0
5380231|66212.56|1995-01-26|0
5668582|66209.16|1995-02-18|0
1344038|66208.02|1994-12-06|0
750336|66198.39|1995-03-08|0
1436803|66171.78|1994-12-03|0
2541573|66169.70|1995-01-09|0
2232739|66146.03|1995-03-04|0
4412288|66118.90|1994-11-24|0
2264225|66100.69|1994-12-09|0
5880005|66092.60|1995-02-07|0
3881093|66066.35|1995-03-01|0
1644035|66061.27|1994-11-30|0
385475|66057.26|1994-12-25|0
5005315|66048.33|1995-03-12|0
205058|66034.18|1994-12-08|0
1625031|66027.76|1995-03-10|0
3572448|66026.25|1995-02-25|0
2129474|66025.51|1995-02-25|0
5024773|66017.71|1995-02-16|0
1008929|65971.27|1994-12-27|0
607749|65939.76|1994-12-25|0
4767877|65917.91|1995-02-03|0
5276195|65909.47|1994-11-25|0
1731010|65907.09|1995-01-31|0
2226310|65897.48|1995-02-20|0
5994662|65880.54|1995-02-08|0
5914496|65879.52|1995-01-10|0
4220961|65879.32|1995-01-14|0
1936261|65853.40|1994-12-30|0
2195649|65830.62|1995-01-12|0
277826|65814.24|1995-01-25|0
2481925|65807.21|1995-01-31|0
2213765|65781.45|1995-01-12|0
2702084|65766.72|1995-02-09|0
1521221|65765.54|1994-12-16|0
523331|65763.50|1994-12-01|0
3689025|65672.37|1994-12-02|0
989184|65654.55|1994-12-14|0
5709444|65654.54|1995-01-03|0
1044390|65631.41|1995-02-21|0
256066|65624.64|1995-01-05|0
4776549|65617.16|1995-01-20|0
5221473|65607.11|1995-02-07|0
4955431|65598.60|1995-02-13|0
693510|65593.34|1994-11-26|0
2052390|65590.57|1995-02-25|0
2631015|65585.28|1995-01-08|0
5480550|65585.03|1995-02-20|0
473153|65550.55|1994-12-18|0
5638341|65550.30|1995-02-17|0
2103172|65536.33|1995-02-07|0
4232324|65531.23|1995-01-24|0
3121506|65531.21|1995-01-10|0
673159|65522.58|1995-01-03|0
1119648|65518.76|1995-01-17|0
5543559|65506.72|1994-12-15|0
742150|65502.09|1995-01-19|0
641191|65501.17|1995-02-02|0
5718565|65485.09|1994-12-21|0
1159393|65478.70|1994-11-30|0
1001988|65472.22|1995-03-11|0
1004256|65468.86|1995-02-25|0
977925|65443.69|1994-12-10|0
1850562|65402.57|1994-12-28|0
733639|65399.24|1995-01-01|0
732614|65379.46|1995-01-24|0
2196551|65330.53|1995-02-16|0
1258693|65322.99|1995-03-08|0
2395908|65320.07|1994-12-19|0
1028576|65292.52|1994-12-03|0
1292515|65274.04|1994-11-21|0
2580518|65262.70|1995-03-09|0
107076|65242.09|1995-02-16|0
5469030|65217.13|1995-01-21|0
5292514|65205.50|1994-12-07|0
3260519|65198.08|1995-03-13|0
5063555|65189.51|1994-12-17|0
2143968|65189.06|1995-01-11|0
4090979|65166.95|1994-12-18|0
5934371|65141.80|1994-12-23|0
5756868|65125.26|1994-11-24|0
3783783|65113.00|1995-03-11|0
4481095|65108.65|1995-02-22|0
648034|65102.81|1995-02-26|0
2486564|65088.51|1995-03-02|0
4099680|65075.35|1994-12-05|0
4664803|65066.33|1994-12-19|0
4775524|65044.60|1995-01-29|0
1093955|65037.06|1995-02-12|0
2007524|65018.02|1994-11-21|0
4903975|65017.69|1995-02-11|0
3858273|64995.22|1995-01-12|0
1180773|64993.08|1994-12-17|0
5136194|64974.10|1995-01-16|0
1657926|64962.12|1994-11-28|0
4675330|64955.08|1995-01-31|0
791781|64952.60|1995-02-02|0
4388546|64920.87|1995-01-05|0
2470564|64911.67|1995-01-31|0
1881251|64910.94|1995-02-21|0
2594049|64908.50|1995-01-27|0
5671718|64901.98|1994-11-18|0
2724197|64894.19|1995-01-28|0
2938019|64887.08|1995-02-11|0
4240068|64844.20|1994-12-28|0
2313409|64841.63|1994-12-16|0
5518374|64792.77|1995-02-03|0
1331296|64787.62|1994-12-22|0
5448642|64779.42|1995-01-04|0
1521829|64775.65|1994-12-19|0
4141346|64772.52|1994-11-28|0
5724033|64752.43|1994-12-18|0
3103942|64751.13|1994-12-27|0
325319|64748.85|1995-01-25|0
2561185|64747.83|1995-01-14|0
4482850|64745.56|1995-01-13|0
4267428|64730.02|1994-12-11|0
4276869|64725.54|1994-11-24|0
1746307|64670.83|1995-02-20|0
2566884|64668.59|1995-01-07|0
5712517|64652.34|1994-12-29|0
3378083|64600.50|1994-11-17|0
1370784|64572.91|1994-12-17|0
4138342|64571.35|1995-02-12|0
945639|64568.50|1994-12-04|0
5132928|64567.86|1995-01-14|0
3063941|64561.64|1994-12-11|0
3773605|64545.10|1995-01-12|0
5604870|64544.91|1995-02-07|0
663332|64539.79|1995-02-05|0
4298081|64530.35|1994-12-04|0
3898946|64520.42|1995-01-23|0
1111298|64514.83|1994-12-26|0
4193601|64497.68|1994-12-02|0
4629574|64496.63|1995-01-28|0
2507942|64467.82|1995-01-12|0
2885925|64462.03|1995-02-25|0
4871781|64455.44|1994-11-30|0
4245217|64451.27|1995-01-07|0
1264582|64450.62|1995-01-26|0
3201345|64439.11|1994-11-29|0
2667558|64421.74|1994-12-05|0
993920|64399.10|1995-01-18|0
3609058|64395.41|1995-01-17|0
2382883|64348.67|1995-03-03|0
5570435|64348.19|1994-11-21|0
2062243|64287.92|1995-02-01|0
876192|64278.71|1995-03-04|0
4687909|64267.77|1995-02-10|0
2697028|64261.67|1995-02-14|0
638722|64254.67|1995-01-19|0
241509|64236.51|1994-12-25|0
1954308|64235.65|1995-03-04|0
2960451|64232.46|1994-12-10|0
304871|64228.24|1994-12-13|0
1457634|64219.20|1994-12-29|0
72577|64180.63|1995-02-05|0
3926310|64171.18|1994-12-04|0
1259622|64169.84|1995-01-21|0
5180869|64165.00|1994-12-20|0
2983111|64161.48|1995-02-11|0
2059942|64160.57|1995-01-09|0
2762816|64150.40|1995-01-14|0
439968|64143.10|1995-01-05|0
966081|64137.32|1994-12-25|0
4862372|64132.90|1995-01-27|0
1385668|64073.57|1995-03-03|0
5623490|64066.36|1995-02-28|0
257125|64044.15|1995-01-17|0
1444293|64009.83|1995-03-03|0
4005472|64006.75|1994-12-03|0
5827687|63997.61|1994-11-29|0
4367335|63974.56|1995-02-09|0
2824128|63971.75|1995-02-13|0
3902336|63970.65|1995-01-27|0
563782|63945.20|1994-12-01|0
2357250|63944.85|1995-01-11|0
1358854|63936.07|1995-03-09|0
4094850|63912.07|1995-02-18|0
3935489|63903.08|1995-03-03|0
1241985|63899.76|1994-12-29|0
4720865|63897.48|1995-01-18|0
1238272|63880.25|1995-03-02|0
5316801|63848.40|1994-12-19|0
5070240|63833.10|1995-02-06|0
2366851|63824.44|1995-01-22|0
5209574|63816.85|1994-12-28|0
1418304|63794.14|1995-03-05|0
2900771|63775.34|1995-01-27|0
2230881|63759.27|1995-03-14|0
2937284|63752.04|1995-03-09|0
261990|63747.01|1995-01-26|0
1722020|63719.36|1995-02-06|0
5035073|63687.58|1995-01-13|0
4250661|63669.87|1995-01-20|0
3706945|63657.06|1995-02-08|0
4049440|63651.27|1995-01-30|0
3310914|63651.00|1995-02-24|0
4088864|63649.55|1995-01-31|0
4392902|63629.75|1994-11-25|0
4564422|63618.85|1994-12-03|0
3994948|63602.92|1995-03-10|0
720801|63598.85|1995-03-10|0
5850784|63593.17|1994-12-25|0
5605187|63554.02|1995-01-18|0
5465541|63538.42|1994-11-21|0
5880548|63535.99|1995-02-22|0
4498882|63514.53|1995-01-05|0
2642948|63507.87|1994-12-26|0
2268451|63500.62|1994-12-12|0
2133282|63499.60|1995-01-27|0
273728|63468.00|1995-03-13|0
5837254|63454.28|1994-12-01|0
2394502|63440.47|1995-03-06|0
2426784|63431.87|1995-01-14|0
732898|63427.41|1995-02-22|0
1682113|63426.73|1994-12-22|0
2005059|63402.91|1994-12-12|0
4596517|63389.55|1995-02-01|0
5922660|63389.54|1995-03-06|0
1866659|63381.61|1995-02-18|0
4135143|63355.36|1994-12-06|0
5727904|63347.26|1995-02-25|0
5117061|63321.38|1995-01-19|0
2162050|63303.35|1994-12-02|0
2609380|63301.68|1995-01-14|0
1010659|63296.01|1994-12-15|0
5754401|63277.03|1994-12-18|0
3535559|63266.56|1995-01-19|0
1111042|63248.16|1995-01-23|0
3381861|63242.33|1995-02-03|0
3433250|63232.39|1994-11-23|0
4380295|63227.32|1995-02-21|0
2413890|63204.59|1995-02-14|0
4982758|63202.75|1995-03-08|0
3971335|63179.21|1995-02-12|0
2842437|63168.37|1994-11-26|0
4111299|63106.99|1995-01-02|0
2758375|63099.28|1995-02-01|0
4353927|63094.90|1995-01-06|0
3772385|63093.89|1994-12-19|0
1823011|63078.86|1995-02-20|0
2395776|63071.67|1994-12-11|0
2783874|63064.04|1994-12-26|0
3656231|63060.92|1995-03-03|0
1301766|63047.44|1994-12-30|0
4790530|63041.91|1995-02-04|0
1283200|63039.83|1995-01-24|0
1293954|63025.25|1994-12-11|0
1660034|63017.29|1995-01-12|0
5090880|63016.22|1995-03-05|0
1098144|63010.48|1994-12-24|0
3971745|62999.01|1995-02-05|0
1900928|62981.06|1994-12-03|0
4541125|62971.69|1995-01-31|0
2196871|62963.05|1995-01-23|0
4081280|62948.83|1995-01-07|0
826049|62946.53|1995-02-12|0
2386855|62942.13|1995-03-07|0
5313223|62906.97|1994-12-12|0
311876|62890.29|1994-12-03|0
608773|62887.47|1995-01-15|0
2202439|62861.32|1995-01-10|0
1132224|62837.92|1994-12-14|0
4171520|62835.26|1994-12-30|0
1551776|62828.52|1995-03-08|0
3954370|62817.69|1995-01-19|0
1240033|62789.61|1995-02-10|0
951777|62771.12|1994-12-14|0
5112866|62755.95|1994-12-29|0
4002055|62747.05|1995-02-02|0
4821505|62729.02|1995-02-09|0
5538022|62723.85|1994-12-30|0
2763716|62718.59|1995-01-27|0
3773959|62713.55|1994-11-27|0
761634|62707.53|1995-01-09|0
2767617|62652.81|1995-01-15|0
2351462|62646.70|1995-03-03|0
3099843|62643.18|1994-12-24|0
3639941|62635.81|1994-12-25|0
2821383|62635.15|1995-01-08|0
57029|62634.40|1995-03-09|0
2331525|62631.69|1995-01-19|0
2494566|62629.20|1995-01-26|0
587367|62609.98|1994-11-25|0
795489|62573.16|1995-02-10|0
5080742|62548.37|1994-12-15|0
3881635|62533.22|1994-12-22|0
5160512|62526.06|1995-03-06|0
5933984|62510.83|1995-01-18|0
5068135|62466.80|1994-11-25|0
2241766|62421.53|1994-12-07|0
787940|62363.43|1994-12-25|0
2742369|62359.50|1995-02-04|0
2389606|62343.18|1994-12-08|0
437605|62292.78|1995-02-06|0
1221798|62265.61|1995-01-20|0
3584966|62262.89|1995-01-18|0
724198|62255.21|1995-03-11|0
1768805|62242.92|1994-12-30|0
3377698|62242.68|1995-01-27|0
5366626|62227.99|1995-01-21|0
1644160|62227.89|1995-02-11|0
2045540|62227.62|1995-01-17|0
4041763|62225.48|1995-01-19|0
1755168|62221.60|1995-02-27|0
1126885|62215.45|1995-01-20|0
5671585|62172.03|1995-01-17|0
3926624|62160.55|1995-01-15|0
2999651|62156.20|1994-12-16|0
1199072|62148.57|1995-03-14|0
1214210|62137.53|1994-12-04|0
4867105|62131.08|1995-02-10|0
166627|62115.43|1994-12-28|0
4984834|62114.59|1994-12-01|0
266277|62109.80|1995-01-18|0
3790341|62108.54|1995-01-15|0
3532994|62093.59|1995-02-13|0
4223269|62079.94|1994-12-28|0
2393986|62069.33|1995-03-14|0
4882944|62068.20|1994-12-30|0
5919843|62062.96|1995-02-06|0
4000325|62058.48|1995-03-09|0
614178|62040.76|1995-01-30|0
1979010|62035.29|1995-02-21|0
4504579|62033.53|1995-02-24|0
4812226|62021.80|1994-12-10|0
1601380|62015.54|1995-02-05|0
2839527|62011.06|1995-02-21|0
1043648|61965.86|1995-03-03|0
1946976|61956.51|1994-12-17|0
478724|61951.11|1995-01-22|0
5308103|61948.48|1994-12-01|0
5143974|61943.13|1994-11-30|0
1529920|61918.22|1995-01-02|0
709671|61911.62|1995-02-18|0
4100422|61909.78|1994-11-24|0
4098049|61892.00|1994-12-02|0
222215|61872.10|1995-01-14|0
578887|61862.06|1994-12-22|0
4888679|61828.07|1995-02-24|0
3916453|61815.83|1994-12-28|0
215398|61812.52|1994-12-12|0
3447975|61809.52|1995-01-31|0
1108737|61805.70|1995-01-24|0
2644261|61802.82|1995-01-31|0
4338978|61798.96|1995-02-24|0
5367238|61782.82|1995-01-11|0
1090083|61773.79|1994-12-09|0
2441410|61767.53|1995-02-24|0
1219875|61750.53|1995-01-10|0
889283|61730.64|1995-02-07|0
962946|61707.72|1995-01-13|0
2660065|61700.96|1994-12-07|0
1625511|61698.02|1995-03-07|0
1231815|61687.78|1994-12-30|0
3418501|61682.52|1995-02-13|0
3173827|61669.50|1994-12-04|0
3314022|61665.47|1995-03-11|0
961927|61650.68|1995-02-03|0
3939173|61584.44|1995-02-16|0
2692102|61576.81|1995-03-11|0
461730|61570.97|1995-01-07|0
1172359|61569.27|1994-12-22|0
5938051|61566.24|1995-02-19|0
1664288|61550.42|1995-01-27|0
408357|61549.78|1995-01-19|0
1626304|61542.76|1995-03-09|0
2821860|61515.36|1994-11-30|0
3317222|61509.41|1994-12-04|0
167265|61500.30|1995-03-09|0
4620870|61489.35|1994-11-28|0
1773253|61488.86|1994-12-24|0
219136|61440.73|1995-02-13|0
2955714|61426.77|1994-12-07|0
2125056|61392.04|1995-01-10|0
4091751|61389.98|1994-12-05|0
5044934|61381.35|1995-02-19|0
926949|61377.04|1994-12-04|0
4407556|61372.44|1994-12-14|0
2366823|61304.87|1994-12-27|0
717861|61300.84|1994-12-25|0
3846336|61299.57|1994-12-25|0
4069856|61298.26|1994-12-31|0
1562789|61282.82|1994-12-22|0
1195489|61274.82|1995-01-07|0
2157221|61273.27|1994-12-24|0
4957091|61272.48|1995-02-10|0
1269347|61239.46|1995-03-12|0
3409220|61216.83|1995-01-28|0
3897378|61204.32|1995-02-28|0
5357667|61203.91|1995-02-12|0
1870311|61198.90|1994-12-13|0
3364225|61178.39|1995-02-18|0
1486119|61167.32|1995-01-28|0
2664133|61153.46|1995-02-06|0
1261376|61140.84|1994-12-11|0
455876|61128.32|1995-01-27|0
2441728|61107.96|1994-12-14|0
1105536|61106.85|1994-11-26|0
5360450|61106.54|1995-02-21|0
3272422|61097.77|1995-02-10|0
4594116|61091.29|1994-12-25|0
628513|61083.85|1995-02-27|0
2800577|61063.26|1995-01-12|0
1108995|61053.89|1994-12-21|0
5034949|61047.63|1995-02-06|0
201473|61042.03|1995-03-05|0
271303|61041.60|1994-12-09|0
5844644|61026.97|1995-01-04|0
3426886|61025.34|1994-12-18|0
3605633|61020.68|1994-12-14|0
2325473|61018.97|1995-03-03|0
2089667|60980.42|1995-02-02|0
5350369|60938.53|1995-03-12|0
2218759|60936.53|1995-01-18|0
512866|60922.15|1994-12-05|0
1399718|60917.40|1995-01-29|0
331971|60911.89|1995-02-25|0
3589990|60911.56|1995-01-18|0
5384578|60900.34|1995-01-21|0
3474630|60895.29|1995-03-14|0
4185920|60862.72|1994-12-06|0
2281703|60846.66|1994-12-24|0
1200992|60836.04|1994-12-11|0
3363331|60833.94|1995-02-16|0
253316|60795.96|1995-02-22|0
2781894|60764.26|1995-01-13|0
5382592|60758.54|1995-01-30|0
2825989|60756.48|1994-12-08|0
1379589|60730.35|1994-11-19|0
2917349|60684.23|1994-12-25|0
801511|60645.14|1994-12-08|0
3068006|60642.37|1994-12-31|0
4234947|60630.45|1994-12-15|0
3191205|60606.95|1995-03-04|0
1372613|60590.82|1995-01-16|0
774945|60578.50|1995-01-02|0
1512352|60574.78|1994-11-21|0
4022851|60567.90|1994-12-13|0
2190148|60560.93|1995-02-06|0
4772837|60560.60|1995-02-07|0
795808|60556.18|1994-12-04|0
5889030|60549.16|1995-01-01|0
5058624|60538.46|1995-02-02|0
5792806|60535.61|1995-01-01|0
4490114|60530.71|1995-01-23|0
3703299|60527.56|1994-11-20|0
3970305|60525.70|1994-11-29|0
2784737|60499.32|1995-02-01|0
770210|60468.25|1994-11-25|0
3328836|60463.55|1995-01-29|0
4670917|60446.79|1995-01-18|0
1566884|60433.23|1995-01-22|0
3371842|60432.52|1995-01-29|0
3267749|60430.89|1995-01-21|0
4627365|60426.29|1994-12-27|0
4495365|60410.63|1995-01-22|0
1556710|60383.72|1995-02-26|0
1573668|60381.90|1995-03-09|0
3275748|60380.62|1995-01-20|0
4831715|60363.23|1994-12-13|0
5586439|60359.54|1994-12-23|0
1733760|60357.23|1994-12-18|0
2262275|60334.31|1995-02-07|0
3543716|60332.28|1994-12-15|0
5634754|60331.90|1995-02-25|0
5268901|60330.43|1995-01-05|0
3637187|60325.83|1995-01-02|0
2633446|60318.52|1994-12-14|0
3975045|60295.94|1995-01-19|0
1254150|60294.84|1995-01-09|0
1396480|60291.72|1994-12-10|0
5231557|60281.77|1995-02-16|0
5328546|60250.23|1995-01-01|0
5817382|60230.88|1995-03-12|0
3031717|60230.67|1995-03-05|0
2217828|60228.71|1994-12-14|0
1651846|60216.16|1995-01-01|0
3535139|60213.86|1994-12-20|0
4602658|60212.42|1994-12-26|0
5336326|60200.34|1994-11-25|0
1418981|60160.46|1995-01-17|0
533506|60134.29|1995-01-06|0
677761|60123.34|1994-12-26|0
3534049|60120.45|1995-02-16|0
832486|60110.12|1995-01-16|0
3809381|60107.62|1995-02-04|0
1408775|60085.05|1995-03-02|0
380295|60083.24|1995-01-15|0
4969191|60082.22|1994-12-29|0
1263233|60080.61|1994-12-08|0
4401568|60075.88|1995-01-31|0
1165095|60052.09|1995-01-30|0
586404|60050.87|1994-12-23|0
2228098|60021.80|1994-12-30|0
1335105|60010.59|1994-12-16|0
1978692|60009.43|1995-01-05|0
5404451|59987.71|1994-12-20|0
426694|59963.89|1994-12-27|0
166561|59960.91|1995-01-09|0
521921|59960.30|1994-12-15|0
5498177|59939.00|1994-12-26|0
2086496|59927.59|1995-02-04|0
5626466|59927.55|1995-01-28|0
411207|59905.52|1995-03-13|0
5576128|59897.61|1994-12-25|0
425346|59895.50|1995-01-14|0
1003904|59885.02|1994-11-28|0
3682532|59876.60|1995-03-01|0
5290883|59812.47|1994-12-14|0
2827843|59802.53|1995-02-02|0
5102404|59778.48|1994-12-16|0
5743685|59771.52|1994-12-27|0
1984583|59758.20|1995-01-10|0
1750886|59734.68|1995-01-16|0
251973|59730.80|1994-12-11|0
3100675|59727.60|1994-12-11|0
4361152|59720.88|1995-01-03|0
4472482|59711.30|1994-12-15|0
2950498|59710.68|1995-02-08|0
537986|59708.33|1995-02-25|0
4379397|59692.25|1995-01-13|0
1843143|59673.41|1994-12-03|0
2768003|59656.72|1995-01-15|0
494244|59620.80|1995-01-26|0
3172034|59588.80|1995-03-13|0
2140705|59576.82|1994-12-08|0
3550311|59575.97|1994-12-22|0
4477409|59574.17|1995-02-11|0
1508164|59546.89|1995-01-28|0
595877|59538.91|1995-01-11|0
3534404|59503.32|1995-01-01|0
1296896|59493.05|1995-01-19|0
1456353|59491.23|1995-02-09|0
3373094|59446.21|1995-02-07|0
854050|59441.14|1994-12-11|0
1903808|59414.02|1994-12-24|0
4106855|59411.34|1995-01-12|0
3532229|59361.30|1994-12-07|0
2896160|59360.85|1995-02-04|0
1570181|59353.59|1994-11-27|0
3891043|59346.62|1994-12-07|0
5258116|59322.48|1995-01-30|0
2920193|59318.83|1995-02-05|0
4009476|59316.58|1994-12-06|0
1288067|59311.85|1995-02-12|0
2313927|59306.39|1994-12-17|0
5875783|59306.38|1995-02-06|0
2193794|59297.41|1995-02-23|0
5937414|59295.35|1994-12-31|0
4448384|59291.52|1994-11-28|0
349058|59280.22|1994-12-21|0
5518211|59274.16|1995-01-04|0
2220357|59260.43|1995-01-17|0
1781571|59252.47|1995-01-09|0
2223938|59220.07|1995-02-08|0
1254464|59219.98|1994-12-10|0
5888933|59219.77|1995-01-24|0
2497857|59218.25|1995-02-11|0
1470151|59211.99|1994-12-30|0
4078757|59198.86|1995-02-13|0
4517154|59167.44|1995-02-01|0
2299846|59132.08|1995-03-08|0
210560|59128.07|1995-01-29|0
4005670|59119.47|1994-11-20|0
5751844|59113.74|1994-11-26|0
5528163|59069.46|1995-01-25|0
1844194|59067.57|1994-12-14|0
2064770|59052.45|1995-01-07|0
2523107|59046.09|1995-03-09|0
2484864|59045.39|1995-01-16|0
4688578|59029.50|1995-01-13|0
5316545|59012.11|1995-02-28|0
1975008|58975.04|1995-02-06|0
4255554|58969.18|1995-01-22|0
2533639|58952.12|1994-12-11|0
4867206|58947.13|1995-02-27|0
